Number_of_Bulges,Number_of_Loops,Number_of_Junctions,Number_of_Helices,Number_of_Bonds,Abstract shape Lev5,Shape counts,Total Shapes,Shannons Entropy H,2^H
0,2,0,6,25,"['[][]' '[][][]' '[[][]]' '[][][]' '[][[][][]]' '[[][]][]' '[][]'
 '[[][][]]' '[[][][]]' '[]' '[[][]]' '[]' '[][]' '[][]' '[[][][]]'
 '[[][]]' '[][][]' '[[][][]]' '[[][]]' '[][][]' '[]' '[][][]' '[[][]]'
 '[[][][]]' '[[][][][]]' '[][]' '[][]' '[[][]][]' '[][]' '[][][][]' '[]'
 '[][][]' '[[][][]][]' '[[][]]' '[][][]' '[[][]]' '[][]' '[[][][]]'
 '[[][]]' '[]' '[][]' '[][]' '[[][]]' '[[][][]]' '[][]' '[][[][]]'
 '[[][]]' '[]' '[[][]]' '[][]' '[[][]][]' '[][]' '[][]' '[]' '[][]'
 '[[][]]' '[][]' '[][][][]' '[][]' '[][][]' '[][]' '[][][][]' '[[][][]]'
 '[][]' '[][][]' '[]' '[][][]' '[][[][]]' '[]' '[[][][]]' '[][]' '[][][]'
 '[][[][]]' '[][][]' '[[][]]' '[]' '[[][][]]' '[][][]' '[[][][]]' '[][]'
 '[][][]' '[][][][]' '[]' '[][][]' '[[][][]][]' '[[][]][]' '[][]' '[][]'
 '[]' '[[][]][]' '[][][]' '[]' '[][][]' '[[][][]]' '[[][][][]]' '[]'
 '[][]' '[][][]' '[[][]]' '[][]' '[]' '[][[][]]' '[[][]]' '[][][]']"," '[][]': 25, '[][][]': 19, '[[][]]': 15, '[]': 15, '[[][][]]': 12, '[[][]][]': 5, '[][][][]': 4, '[][[][]]': 4, '[[][][][]]': 2, '[[][][]][]': 2, '[][[][][]]': 1 ",104,2.963488412,7.800077249
1,2,0,6,24,"['[][]' '[[][]]' '[][]' '[[][][]]' '[][][][]' '[][[][]]' '[][[][]]'
 '[][][]' '[]' '[][][][]' '[][]' '[][]' '[]' '[[][]]' '[[][][]]' '[][]'
 '[][][]' '[][]' '[[][]]' '[][][]' '[[][]]' '[][][]' '[][][]' '[][]' '[]'
 '[[][]]' '[][]' '[]' '[]' '[][]' '[][]' '[][]' '[[][]]' '[][]'
 '[[][][][]]' '[[][]]' '[][]' '[][][][][]' '[[][][]]' '[]' '[]' '[]'
 '[][][]' '[[][]]' '[][]' '[[[][]][]]' '[][]' '[][][]' '[][][]' '[]'
 '[][][]' '[][][]' '[][][]' '[[][][]]' '[][]' '[][[][]]' '[][][]' '[[][]]'
 '[]' '[[][]]' '[][[][]]' '[][][]' '[][]' '[][]' '[]' '[][]' '[][][]'
 '[][][]' '[][]' '[[][]][]' '[][]' '[][][]' '[][]' '[[][]]' '[][]'
 '[][][]' '[[][]]' '[][]' '[]' '[[][]]' '[][][]' '[][]' '[[][][]]' '[][]'
 '[]' '[][[][][]]' '[][]' '[][]' '[[][]]' '[][][][]' '[]' '[][][][]'
 '[][][]' '[]' '[][][]' '[][]' '[][]' '[]']"," '[][]': 30, '[][][]': 20, '[]': 16, '[[][]]': 14, '[[][][]]': 5, '[][][][]': 4, '[][[][]]': 4, '[[][][][]]': 1, '[][][][][]': 1, '[[[][]][]]': 1, '[[][]][]': 1, '[][[][][]]': 1 ",98,2.751874241,6.735916435
0,2,0,7,25,"['[[][]]' '[[][]][]' '[][][]' '[[][]][][]' '[]' '[][]' '[]' '[]'
 '[[][]][]' '[][]' '[[][]][]' '[[][]][]' '[[][]]' '[][]' '[][]' '[[][][]]'
 '[[][]]' '[][]' '[][][][]' '[[][]]' '[]' '[[][]]' '[[][]]' '[][]'
 '[[][]][]' '[[][]]' '[[][][]]' '[][]' '[][][]' '[][][]' '[][][][]' '[][]'
 '[[][]][]' '[][][]' '[]' '[][]' '[][]' '[[][]][]' '[][]' '[]' '[][][]'
 '[][][]' '[][]' '[][[][]]' '[][]' '[[][]]' '[[][]]' '[][][]' '[[][]]'
 '[]' '[[][]]' '[[][]]' '[][][]' '[][][][]' '[]' '[]' '[]' '[][]' '[[][]]'
 '[[][]]' '[[][][][]]' '[][]' '[]' '[][]' '[][][][]' '[][][]' '[][][[][]]'
 '[[][][]]' '[][[][]]' '[]' '[][]' '[]' '[[][]]' '[[][][]]' '[[][]]'
 '[][[][]]' '[][][][]' '[][][]' '[][]' '[][]' '[][][]' '[][[][]]'
 '[][][][]' '[][]' '[]' '[[][]]' '[]' '[][][]' '[][][]' '[[][]][]'
 '[][][]' '[][]' '[][]' '[][][][]' '[]' '[[][]][]' '[[][][][]]']"," '[][]': 22, '[[][]]': 17, '[]': 16, '[][][]': 14, '[[][]][]': 9, '[][][][]': 7, '[[][][]]': 4, '[][[][]]': 4, '[[][][][]]': 2, '[[][]][][]': 1, '[][][[][]]': 1 ",97,2.980550551,7.892873081
1,2,0,8,29,"['[][]' '[][]' '[][]' '[][]' '[[][]]' '[[][]]' '[[][]]' '[][]' '[][]'
 '[[][][]]' '[][]' '[[][]][]' '[][]' '[[][]]' '[][][]' '[[][][]]'
 '[][][][]' '[][]' '[][]' '[][]' '[]' '[][]' '[]' '[][]' '[][][]' '[][]'
 '[[][]][][]' '[][]' '[[][]][[][]]' '[][]' '[[][][]]' '[][[][]]' '[][]'
 '[][][]' '[]' '[][]' '[]' '[[][]][]' '[][][]' '[]' '[[][]]' '[[][][]]'
 '[][]' '[][][][]' '[][]' '[][][]' '[]' '[][][]' '[][][]' '[[][]]'
 '[[][]]' '[][]' '[]' '[][]' '[][[][]]' '[[][]]' '[][]' '[][]' '[[][]]'
 '[[][]]' '[[][][]]' '[][][]' '[][]' '[[][][][]]' '[]' '[[][]][][]'
 '[][][]' '[[][]][]' '[][][]' '[][]' '[][][]' '[]' '[][]' '[][]' '[][]'
 '[]' '[[][]]' '[[][]][]' '[][]' '[][]' '[[][][]]' '[[][]][]' '[[][]][]'
 '[[][]]' '[][]' '[][][][][]' '[][]' '[[][][]]' '[[][]][]' '[][][]'
 '[[][]]' '[]' '[][][]' '[[][][]]' '[]' '[][]' '[][]']"," '[][]': 35, '[[][]]': 13, '[][][]': 13, '[]': 12, '[[][][]]': 8, '[[][]][]': 7, '[][][][]': 2, '[[][]][][]': 2, '[][[][]]': 2, '[[][]][[][]]': 1, '[[][][][]]': 1, '[][][][][]': 1 ",97,2.80189869,6.973576197
2,2,0,8,27,"['[[][]]' '[][]' '[[][][][]]' '[]' '[][][]' '[][][]' '[][][]' '[][]'
 '[][][]' '[[][][]]' '[[][]][]' '[[][]]' '[][]' '[][][]' '[][]' '[][][]'
 '[][]' '[[][][]]' '[]' '[[][]]' '[]' '[][]' '[][]' '[]' '[][]' '[[][]][]'
 '[][]' '[]' '[[][][]]' '[]' '[][][]' '[][]' '[[][][]]' '[][]' '[]'
 '[][][]' '[[][]]' '[[][][]]' '[][][]' '[[[][]][]]' '[][][]' '[[][]][]'
 '[][]' '[[][]]' '[][[][]]' '[[][]]' '[][]' '[][]' '[][]' '[][]' '[]'
 '[][]' '[][[][]]' '[][]' '[][][][]' '[]' '[]' '[][][]' '[][][]' '[][]'
 '[][]' '[]' '[][]' '[]' '[]' '[][][]' '[][]' '[]' '[[][]][]' '[[][]]'
 '[][]' '[]' '[]' '[][][]' '[][[][]]' '[][]' '[][]' '[[][]]' '[][][]' '[]'
 '[[][][]]' '[[][][]]' '[]' '[][]' '[]' '[][][]' '[]' '[[][][][]]' '[]'
 '[][]' '[[][]]' '[][[][]]' '[][[][]]' '[][][]' '[]' '[][]']"," '[][]': 28, '[]': 22, '[][][]': 17, '[[][]]': 9, '[[][][]]': 7, '[][[][]]': 5, '[[][]][]': 4, '[[][][][]]': 2, '[[[][]][]]': 1, '[][][][]': 1 ",96,2.710058837,6.543483326
0,2,0,6,23,"['[][]' '[][]' '[[][]][]' '[]' '[][][][]' '[][]' '[][]' '[[][]]'
 '[][[][]][]' '[][][]' '[]' '[[][]]' '[][][]' '[][]' '[[][]][]' '[][[][]]'
 '[[][]]' '[][]' '[]' '[[][]][][]' '[[][]]' '[][][]' '[][[][]]' '[[][]]'
 '[][]' '[][][]' '[][]' '[][]' '[][]' '[[][][]]' '[[][][][]]' '[][][]'
 '[][][]' '[]' '[[][]]' '[][][][]' '[][]' '[][]' '[[][]]' '[][]' '[[][]]'
 '[][][]' '[][]' '[[][][]]' '[][][]' '[][][]' '[]' '[]' '[[][][]]' '[]'
 '[[][]][]' '[][]' '[][][]' '[]' '[][][]' '[][][]' '[][]' '[]' '[[][]]'
 '[][[][][]]' '[[][][]]' '[]' '[][[][]]' '[][][]' '[]' '[][]' '[]'
 '[][][]' '[[][]]' '[][]' '[[][][]][]' '[][]' '[][]' '[][]' '[[][]]'
 '[][]' '[][][]' '[]' '[][]' '[]' '[][]' '[][]' '[][]' '[]' '[]' '[][]'
 '[]' '[[][]]' '[[][]]' '[][][]' '[][]' '[][]' '[][]' '[][][]' '[[][]]']"," '[][]': 30, '[]': 17, '[][][]': 17, '[[][]]': 14, '[[][][]]': 4, '[[][]][]': 3, '[][[][]]': 3, '[][][][]': 2, '[][[][]][]': 1, '[[][]][][]': 1, '[[][][][]]': 1, '[][[][][]]': 1, '[[][][]][]': 1 ",95,2.790979836,6.920996791
0,2,0,7,27,"['[][][]' '[][]' '[][]' '[][]' '[]' '[][[][]]' '[[][][]]' '[][]' '[][]'
 '[][[][]]' '[[][]]' '[[][]]' '[][][]' '[]' '[][]' '[[][]]' '[][]' '[][]'
 '[[][]]' '[][]' '[[][][]]' '[[][]]' '[][]' '[]' '[][][]' '[[][]]'
 '[[][]]' '[][]' '[]' '[][][]' '[][][][]' '[[][]][]' '[]' '[][]' '[[][]]'
 '[][]' '[]' '[][]' '[][][]' '[[][]]' '[][]' '[][][]' '[]' '[][]' '[][][]'
 '[][]' '[[][]]' '[[][][]]' '[][][]' '[[][]]' '[[][]]' '[[][]]' '[][]'
 '[]' '[[][]][]' '[][[][]]' '[]' '[][][]' '[[][]]' '[[][]]' '[]' '[]'
 '[[][][]]' '[][[][]]' '[][][]' '[]' '[][]' '[[][]][]' '[][][]' '[][]'
 '[][]' '[]' '[][]' '[]' '[]' '[[][]]' '[[][]]' '[[][]][]' '[][]' '[][]'
 '[][][]' '[][]' '[][]' '[][]' '[[][][][]]' '[][]' '[]' '[][]' '[[][]][]'
 '[][]' '[[][]]' '[[][][]]' '[[][]][]' '[[][][]][]' '[][[][]]']"," '[][]': 30, '[[][]]': 18, '[]': 16, '[][][]': 12, '[[][]][]': 6, '[][[][]]': 5, '[[][][]]': 5, '[][][][]': 1, '[[][][][]]': 1, '[[][][]][]': 1 ",95,2.696024305,6.480136957
1,2,0,6,23,"['[[][]][]' '[][]' '[][]' '[][]' '[][]' '[][]' '[[][]][]' '[][][]' '[][]'
 '[[][]]' '[][]' '[]' '[[][]]' '[[][]]' '[][][]' '[]' '[[][]]' '[]'
 '[[][][]]' '[][]' '[][]' '[]' '[[][][]]' '[][]' '[][]' '[][][]' '[][][]'
 '[][][]' '[[][]][]' '[[][]]' '[][][]' '[[][][]]' '[][]' '[][][]' '[][]'
 '[][]' '[]' '[]' '[][]' '[][]' '[][]' '[][]' '[][]' '[]' '[][][]' '[][]'
 '[][]' '[][][]' '[[][][]][]' '[[][][]]' '[[][][]]' '[[][]]' '[]' '[][]'
 '[]' '[[][][]]' '[]' '[][]' '[][][]' '[][[][]]' '[]' '[]' '[][][]'
 '[[][][]]' '[]' '[][]' '[][][]' '[][]' '[][]' '[][]' '[]' '[][]' '[][][]'
 '[][][]' '[][][][]' '[]' '[][][][]' '[]' '[][][]' '[[][][][][]]'
 '[[[][]][]]' '[[][]]' '[]' '[][]' '[][]' '[]' '[][]' '[][]' '[[][][]]'
 '[][][]' '[[][]]' '[[][][]]' '[][][]' '[][]']"," '[][]': 33, '[]': 18, '[][][]': 17, '[[][][]]': 9, '[[][]]': 8, '[[][]][]': 3, '[][][][]': 2, '[[][][]][]': 1, '[][[][]]': 1, '[[][][][][]]': 1, '[[[][]][]]': 1 ",94,2.615283141,6.127434432
0,2,0,6,27,"['[][][]' '[][][]' '[]' '[][][]' '[][]' '[[][]]' '[][][]' '[[][]]' '[]'
 '[][]' '[][]' '[][]' '[[][]]' '[][]' '[][]' '[][][]' '[[][]]' '[[][]][]'
 '[][]' '[[][]]' '[[][][]]' '[]' '[][]' '[]' '[][][]' '[]' '[][][]'
 '[][][]' '[]' '[][[][]]' '[[][]]' '[[][]]' '[][]' '[][]' '[[][]]'
 '[[][][]]' '[]' '[][[][][]]' '[][]' '[]' '[][][]' '[][]' '[][]' '[][][]'
 '[][]' '[][][]' '[][]' '[[][]]' '[[][]]' '[][][][]' '[[][]]' '[[][]]'
 '[]' '[][]' '[[][]]' '[][][]' '[][][]' '[][]' '[[][][]]' '[][]' '[]'
 '[][]' '[][]' '[][][]' '[]' '[][]' '[][]' '[][]' '[]' '[][][]' '[[][]]'
 '[]' '[][][]' '[][]' '[[][]]' '[]' '[[][]]' '[][][]' '[][][]' '[][]'
 '[[][][]]' '[[][]]' '[][][]' '[[][]]' '[][]' '[][][]' '[][]' '[[][][]]'
 '[[][]][]' '[]' '[][]' '[][[][]][]']"," '[][]': 28, '[][][]': 20, '[[][]]': 18, '[]': 15, '[[][][]]': 5, '[[][]][]': 2, '[][[][]]': 1, '[][[][][]]': 1, '[][][][]': 1, '[][[][]][]': 1 ",92,2.520125552,5.73632018
2,2,0,8,29,"['[][]' '[[][]][]' '[][]' '[][]' '[][][]' '[]' '[][][]' '[][]' '[][]' '[]'
 '[][]' '[][[][]]' '[][]' '[][][]' '[[][]]' '[]' '[]' '[[][][]]' '[]' '[]'
 '[][]' '[[][]]' '[]' '[[][]]' '[][][]' '[][][]' '[]' '[[][]]' '[[][]]'
 '[][][]' '[]' '[[][]]' '[[][]]' '[][]' '[][][]' '[[][]]' '[][][]' '[][]'
 '[][][]' '[]' '[[][]]' '[[][]][]' '[][][]' '[]' '[][[][]]' '[][][]'
 '[][]' '[]' '[[][]]' '[[[][]][]]' '[][]' '[][][]' '[][]' '[][][]' '[][]'
 '[]' '[][]' '[][]' '[]' '[][][]' '[][]' '[][]' '[][]' '[][][]' '[[][][]]'
 '[[][]][]' '[][][]' '[][[][]]' '[]' '[][]' '[][][]' '[]' '[]' '[][][]'
 '[][]' '[][]' '[][][]' '[][][]' '[][]' '[[][][]]' '[[][]][]' '[][[][]]'
 '[][][]' '[][][]' '[][]' '[][][][]' '[][]' '[]' '[[][]][]' '[][[][][][]]'
 '[[][][]]' '[][][]']"," '[][]': 25, '[][][]': 23, '[]': 18, '[[][]]': 10, '[[][]][]': 5, '[][[][]]': 4, '[[][][]]': 4, '[[[][]][]]': 1, '[][][][]': 1, '[][[][][][]]': 1 ",92,2.653715204,6.292857196
1,2,0,6,27,"['[][]' '[[][][]]' '[][]' '[][]' '[][]' '[]' '[[][]]' '[][]' '[]' '[]'
 '[[][]]' '[[][][]][]' '[][][]' '[][][]' '[][]' '[][[][]]' '[][][]'
 '[[][]]' '[]' '[][]' '[]' '[]' '[]' '[[][]]' '[[][]]' '[]' '[[][]]'
 '[[][]][]' '[]' '[[][][]][]' '[]' '[][][]' '[][]' '[][][][]' '[[][][]]'
 '[][][]' '[][]' '[][]' '[][]' '[[][]]' '[[][]]' '[][]' '[]' '[][]' '[][]'
 '[][][]' '[][]' '[][][]' '[][]' '[[][]]' '[[][]]' '[][][]' '[][[][][]]'
 '[[][]]' '[]' '[][][]' '[][]' '[][]' '[]' '[]' '[][]' '[][]' '[[][]]'
 '[]' '[[][]][]' '[[][][]]' '[][]' '[]' '[[][]][]' '[][]' '[[][][]]'
 '[][][]' '[][]' '[]' '[][]' '[][][]' '[][][]' '[[][]]' '[][]' '[]' '[][]'
 '[[][]]' '[[][]]' '[][]' '[][]' '[][]' '[][[][]]' '[]' '[[][]]']"," '[][]': 29, '[]': 19, '[[][]]': 16, '[][][]': 12, '[[][][]]': 4, '[[][]][]': 3, '[[][][]][]': 2, '[][[][]]': 2, '[][][][]': 1, '[][[][][]]': 1 ",89,2.595210857,6.042773457
2,2,0,8,28,"['[][][]' '[][]' '[][][]' '[[][][]]' '[[[][]][][]]' '[]' '[][][]'
 '[[][][]]' '[][][]' '[[][]]' '[][][][]' '[][]' '[[][]]' '[][]' '[][]'
 '[[][]]' '[][]' '[]' '[[][]]' '[]' '[][]' '[][][]' '[[][][]]' '[][][]'
 '[[][]][]' '[][]' '[[][]]' '[][]' '[][][][]' '[[][]]' '[][[][]]' '[[][]]'
 '[[][]]' '[]' '[][][][]' '[][]' '[[][]]' '[][]' '[[][]]' '[][]' '[[][]]'
 '[][][]' '[][][]' '[][]' '[][][]' '[][][]' '[][][]' '[][][]' '[][]'
 '[][]' '[]' '[]' '[][][][][]' '[][][]' '[[][]]' '[[][]]' '[][][]' '[]'
 '[][]' '[][]' '[][]' '[][]' '[]' '[][][]' '[[][]]' '[][]' '[][][]'
 '[[][]]' '[][][]' '[[][]]' '[][[][]]' '[][][]' '[[][]]' '[][]' '[]'
 '[][][]' '[][][]' '[]' '[]' '[][][[][]]' '[][]' '[][]' '[]' '[]' '[[][]]'
 '[[][]]' '[][][]' '[][]']"," '[][]': 23, '[][][]': 21, '[[][]]': 19, '[]': 13, '[[][][]]': 3, '[][][][]': 3, '[][[][]]': 2, '[[[][]][][]]': 1, '[[][]][]': 1, '[][][][][]': 1, '[][][[][]]': 1 ",88,2.634355426,6.208976304
1,3,1,7,28,"['[][]' '[]' '[][][]' '[][]' '[[][]][]' '[[][][]]' '[[][]]' '[][]'
 '[[][]]' '[[][]]' '[][]' '[]' '[[][]][]' '[][][]' '[][]' '[[][]]' '[][]'
 '[[][][]]' '[][]' '[[][]]' '[[][]]' '[]' '[][]' '[][]' '[][]' '[][][]'
 '[]' '[[][]]' '[]' '[]' '[][]' '[[][]]' '[][][]' '[][]' '[][]' '[[][]]'
 '[[][]]' '[][]' '[]' '[][][][]' '[][][]' '[][][]' '[[][]][]' '[][]' '[]'
 '[][]' '[]' '[][][]' '[]' '[][][]' '[][][][]' '[][]' '[][]' '[][]'
 '[[][][]]' '[][]' '[][]' '[[][]]' '[[][]]' '[][]' '[][][]' '[][][]'
 '[][]' '[]' '[][]' '[]' '[][][]' '[][][]' '[][]' '[][]' '[[][]]' '[][]'
 '[][]' '[][[][]]' '[][]' '[][]' '[][[][][]]' '[[][]]' '[[][][]]' '[][]'
 '[][][]' '[][][[][]]' '[[][][]]' '[[][]]' '[[][]][]' '[]' '[[][]]']"," '[][]': 31, '[[][]]': 16, '[]': 13, '[][][]': 13, '[[][][]]': 5, '[[][]][]': 4, '[][][][]': 2, '[][[][]]': 1, '[][[][][]]': 1, '[][][[][]]': 1 ",87,2.587757763,6.011636438
1,2,0,7,30,"['[][]' '[][]' '[][]' '[[][]]' '[][]' '[][][]' '[][]' '[[][]]' '[]'
 '[[][][]]' '[][]' '[[[][]][]]' '[][]' '[][]' '[][][]' '[[][]]' '[[][]]'
 '[[][][]]' '[[][]][]' '[][]' '[]' '[]' '[][][]' '[][]' '[][]' '[][][]'
 '[][]' '[[][]]' '[]' '[][]' '[[][][]]' '[][][]' '[][]' '[][]' '[][]' '[]'
 '[][]' '[][]' '[][][]' '[][]' '[[][]][][]' '[][][]' '[][]' '[][][]'
 '[][][]' '[][][]' '[[][][]]' '[][]' '[][]' '[][]' '[][]' '[][][]'
 '[[][]]' '[][][]' '[[][]]' '[[][]]' '[][]' '[[][]]' '[]' '[][]' '[[][]]'
 '[[][]]' '[]' '[][]' '[][]' '[[][]][]' '[]' '[][]' '[[][][]]' '[][]'
 '[[[][][]][]]' '[][][]' '[][]' '[]' '[[][][]]' '[][][]' '[][]' '[][]'
 '[][]' '[[][]]' '[][][]' '[][][]' '[][]' '[][]' '[]' '[][][]']"," '[][]': 36, '[][][]': 17, '[[][]]': 12, '[]': 10, '[[][][]]': 6, '[[][]][]': 2, '[[[][]][]]': 1, '[[][]][][]': 1, '[[[][][]][]]': 1 ",86,2.364023193,5.148039749
0,2,0,7,26,"['[[][]]' '[]' '[]' '[][]' '[][]' '[][]' '[][]' '[][][]' '[][]' '[][][]'
 '[[][]]' '[][]' '[][]' '[][]' '[[][][][]][]' '[][]' '[][][]' '[[][]]'
 '[][[][]]' '[][][]' '[][][]' '[][]' '[[][][]]' '[][][]' '[][][][]' '[][]'
 '[[][][]]' '[][]' '[][[][][]]' '[]' '[][][]' '[][]' '[][][]' '[]'
 '[][][]' '[[][]]' '[[][][]][]' '[][]' '[][]' '[[][]]' '[][][]' '[][][][]'
 '[][]' '[[][][]]' '[]' '[[][][]]' '[][[][]][]' '[]' '[][]' '[][][]'
 '[[][]][]' '[][][]' '[][]' '[][]' '[][][]' '[][]' '[][]' '[][][]'
 '[][][]' '[]' '[][][]' '[[][]]' '[[][]]' '[][]' '[][]' '[][]' '[][][]'
 '[[][][]]' '[][][]' '[][]' '[[][][]]' '[][]' '[][]' '[][][]' '[[][]][]'
 '[]' '[[][]]' '[][][]' '[[][]]' '[][[][]]' '[]' '[][][]' '[][]' '[[][]]'
 '[]' '[][]']"," '[][]': 29, '[][][]': 21, '[[][]]': 10, '[]': 10, '[[][][]]': 6, '[][[][]]': 2, '[][][][]': 2, '[[][]][]': 2, '[[][][][]][]': 1, '[][[][][]]': 1, '[[][][]][]': 1, '[][[][]][]': 1 ",86,2.692910666,6.466166542
1,3,0,7,26,"['[[][]]' '[]' '[][][]' '[][]' '[]' '[][]' '[][][]' '[[][]][]' '[][]' '[]'
 '[][]' '[]' '[[][]]' '[[][]][]' '[][[][]]' '[]' '[[][][]]' '[][]'
 '[][][]' '[][]' '[][][]' '[]' '[][]' '[][][][]' '[][]' '[][[][]]'
 '[][][]' '[][][]' '[][][]' '[[][]][]' '[]' '[][][]' '[[][]][]' '[][]'
 '[][][]' '[][]' '[]' '[]' '[][]' '[[][][]]' '[][][]' '[][[][]]' '[][]'
 '[[][][][]]' '[][]' '[][]' '[[][][]]' '[][][]' '[[][]]' '[][]' '[][]'
 '[[][][]]' '[][]' '[][]' '[][]' '[][][]' '[[][]]' '[][]' '[][][]'
 '[][][][]' '[]' '[][]' '[[][]][]' '[][]' '[][][]' '[[][]]' '[][]'
 '[][][]' '[][]' '[][]' '[][]' '[]' '[[][[][]]]' '[][]' '[][]' '[[][]]'
 '[][]' '[][][]' '[][]' '[[][]]' '[[][]]' '[[][][][]]' '[][][]' '[]']"," '[][]': 30, '[][][]': 17, '[]': 12, '[[][]]': 8, '[[][]][]': 5, '[[][][]]': 4, '[][[][]]': 3, '[][][][]': 2, '[[][][][]]': 2, '[[][[][]]]': 1 ",84,2.677107135,6.395721575
2,2,0,7,27,"['[][]' '[][][][]' '[][][]' '[][][]' '[]' '[][[][]]' '[][]' '[][]'
 '[][][]' '[[][][]]' '[][][]' '[[][]]' '[[][]][]' '[[][]]' '[][[][]]' '[]'
 '[][]' '[]' '[][][]' '[[][][]][]' '[][[][]]' '[]' '[][][]' '[][[][]]'
 '[][]' '[][]' '[][]' '[][][[][]]' '[[][][]]' '[][]' '[][]' '[[][][]]'
 '[][][]' '[][][]' '[[][]][]' '[][]' '[[][]][]' '[][]' '[[][][]]' '[][]'
 '[[][]]' '[][]' '[][][]' '[]' '[[][]]' '[[][]]' '[[][][]]' '[][]'
 '[[][]]' '[]' '[][]' '[]' '[]' '[][][][]' '[][]' '[][]' '[][]' '[][]'
 '[[][]][]' '[][][]' '[][]' '[][[][]]' '[][]' '[]' '[[][][]]' '[][][][]'
 '[][][]' '[[][]][][]' '[]' '[][]' '[]' '[]' '[[][]]' '[][][]' '[]' '[]'
 '[][[][]]' '[][[][]]' '[][]' '[[][]]' '[]' '[][]' '[[][]]' '[[][]]']"," '[][]': 24, '[]': 15, '[][][]': 12, '[[][]]': 10, '[][[][]]': 7, '[[][][]]': 6, '[[][]][]': 4, '[][][][]': 3, '[[][][]][]': 1, '[][][[][]]': 1, '[[][]][][]': 1 ",84,2.906633651,7.498664363
1,3,1,7,27,"['[][]' '[][]' '[[][]]' '[][[][]]' '[][]' '[][][]' '[][[][][]]' '[][][]'
 '[][][]' '[][][]' '[]' '[][[][][]]' '[][]' '[][]' '[][][]' '[[][]][]'
 '[][]' '[][][][]' '[][]' '[][][]' '[][]' '[]' '[[][]]' '[][][]' '[][]'
 '[][]' '[][[][]]' '[][][]' '[[][][][]]' '[][]' '[][]' '[[][]]' '[][][]'
 '[]' '[][][]' '[][]' '[]' '[[][]][]' '[][][][]' '[[][][]]' '[[][]]'
 '[][]' '[[][]]' '[[][]][[][][]]' '[][]' '[][][]' '[][]' '[][][]' '[][][]'
 '[[][][]]' '[][]' '[[][][][]]' '[[][]][]' '[[][]][]' '[][[][]]'
 '[[][][]]' '[][]' '[]' '[][][]' '[][][][]' '[[][[][]]]' '[][[][]]'
 '[][][][]' '[][]' '[][]' '[][]' '[[][]]' '[][][]' '[][[][]]' '[[][]]'
 '[[][]]' '[[][][]][]' '[[][][]]' '[][]' '[][]' '[[][]]' '[][][]' '[][]'
 '[[][][]]' '[][]' '[][]' '[[][]][]' '[[][][]]']"," '[][]': 26, '[][][]': 16, '[[][]]': 9, '[[][][]]': 6, '[][[][]]': 5, '[]': 5, '[[][]][]': 5, '[][][][]': 4, '[][[][][]]': 2, '[[][][][]]': 2, '[[][]][[][][]]': 1, '[[][[][]]]': 1, '[[][][]][]': 1 ",83,3.036732755,8.206304887
1,2,1,7,28,"['[][[][][]]' '[]' '[[][][]]' '[[][]]' '[]' '[][]' '[[][][]]' '[][][]'
 '[]' '[][]' '[][]' '[]' '[][[][][]]' '[][]' '[][]' '[][][[][]]' '[][]'
 '[[][]][]' '[][[][]]' '[][]' '[[][][][]]' '[[][]][]' '[][]' '[][]' '[]'
 '[][][]' '[[][]]' '[[][][]][]' '[]' '[][]' '[[][][]]' '[][][]' '[][]'
 '[][]' '[][][]' '[]' '[]' '[][[][][]]' '[][]' '[[][]]' '[][[][]]' '[]'
 '[][]' '[[][][]]' '[[][]][]' '[[][]]' '[][]' '[[][]]' '[]' '[][]' '[][]'
 '[][]' '[][][]' '[][]' '[][][][]' '[][]' '[[][]][]' '[[][][]]' '[[][]]'
 '[[][]][][]' '[][][]' '[][[][]]' '[][]' '[[][][]][]' '[][]' '[][]'
 '[[][]]' '[][][]' '[[][]]' '[[][]]' '[[][][]]' '[][]' '[]' '[]' '[][][]'
 '[][]' '[][][]' '[][]' '[][][]' '[][][]' '[[][]]' '[[][]][]' '[[][][]]']"," '[][]': 26, '[]': 12, '[][][]': 11, '[[][]]': 10, '[[][][]]': 7, '[[][]][]': 5, '[][[][][]]': 3, '[][[][]]': 3, '[[][][]][]': 2, '[][][[][]]': 1, '[[][][][]]': 1, '[][][][]': 1, '[[][]][][]': 1 ",83,3.010281463,8.057216172
